title,overview
Euro 2022: Norway coach Martin Sjogren steps down after tournament exit,Norway women's head coach Martin Sjogren and assistant Anders Jacobson resign after their team fail to make the Euro 2022 knockout stages.
Euro 2022: Who are the big hitters England need to fear?,"With England beating Spain to reach the Euro 2022 semi-finals, who poses the biggest challenge to England's campaign for the trophy?"
Patients paying for private ops to avoid NHS waits,"The BBC sees evidence of people taking out loans and turning to crowdfunding to pay bills of up to Â£15,000."
"Russia 'looting' steel bound for Europe and UK, says Metinvest boss",A Ukrainian steel boss accuses Russia of stealing metal that had been meant for Europe.
Ryanair's Michael O'Leary wants 'practical' immigration approach,"A ""common sense"" approach to UK visa policy is needed to fill vacancies, says Michael O'Leary."
New Prince George photo marks ninth birthday,The Duchess of Cambridge captured her son's smiling image on camera earlier this month.
"Food crisis: Ukraine grain export deal reached with Russia, says Turkey",Turkey says a deal has been reached with Russia to let Ukraine ship grain through the Black Sea.
"Government's plan for teachers' pay risks funding crisis, say unions",Education unions say a proposed 5% pay rise would put pressure on budgets and worsen staff shortages.
Commonwealth Games: Countries with homophobic laws unlikely to host,The Games' federation says human rights and inclusiveness are ingrained in its constitution.
Starmer: I hated being investigated by police over Beergate,"The investigation into whether he broke Covid rules was a daily burden, the Labour leader says."
Thomas Lane: Ex-policeman jailed for role in George Floyd killing,Thomas Lane is sentenced to two-and-a-half years for violating the civil rights of George Floyd.
Jake Wightman could be most successful ever - Coe,"Jake Wightman could be the ""most successful British middle distance runner we ever had"", says former Olympic 1500m champion Lord Coe."
Jade Goody's son Bobby Brazier joining EastEnders,"Bobby Brazier, the son of late reality-TV star Jade Goody, is filming EastEnders scenes for the autumn."
The Papers: BBC 'let Diana down' and Sunak 'goes on attack',News the BBC will pay damages to a former royal nanny and disagreements over tax in the Tory leadership race lead the papers
Comic-Con returns in-person to San Diego after pandemic,"More than 100,000 fans are gathering in San Diego for Comic-Con."
Quiz of the week: How did Boris Johnson sign off from PMQs?,How closely have you been paying attention to what's been going on over the past seven days?
Richard Osman to embark on new series of crime novels,The author and Pointless star says he is working on a new Da Vinci Code-style crime caper.
Europe wildfires: Are they linked to climate change?,A series of wildfires across the Europe has caused alarm - how do they compare with previous years?
Ukraine war: Family given sight back settle into Polish life,Five-year-old twins who were blinded by a missile attack update us on life in Poland after surgery.
What UK aid cut means for one South Sudan hospital,One of the few doctors serving 1.3 million people may have to leave because he would lose his salary.
I had grief panic attacks in school - but I was lucky,Rising costs and a spike in demand after lockdown are putting pressure on support services.
The woman who built a career from true crime and make-up,Bailey Sarian dabbled in YouTube for years before a chance idea led to a new profession.
Whisky makers are turning their backs on peat,Burning peat has long been a way of adding flavour to whisky but some are now rejected that process.
Tory leadership: Do rivals' tax pledges add up?,The two contenders promise tax cuts but have given little detail about how to pay for them.
England v South Africa: Hosts win first T20 to wrap up multi-format series,Katherine Brunt and Sophia Dunkley star as England win the first Twenty20 international against South Africa to wrap up the multi-format series.
Tour de France: Jonas Vingegaard extends lead with stage 18 victory,Jonas Vingegaard extends Tour de France lead to more than three minutes with victory in the final mountain stage.
Dunkley stars as England win first T20 against South Africa,Opener Sophia Dunkley shines with 59 from 39 balls as England easily chase 112 to beat South Africa in the first T20 international at Chelmsford.
Euro 2022: Germany beat Austria in tight contest to reach semi-finals - highlights,"Watch highlights as Lina Magull and Alexandra Popp strike to book Germany's spot in the Euro 2022 semi-finals, after beating Austria 2-0 at Brentford's Community Stadium."
"Transfer rumours: Cucurella, Grimaldo, Kounde, Laporte, Pavard, Harrison, Dennis, Suarez","Man City's Â£30m Marc Cucurella bid rejected by Brighton, Barcelona make last-ditch attempt to sign Jules Kounde, Man Utd and Chelsea compete for Benjamin Pavard, plus more."
Sadio Mane: Bayern Munich striker named African Footballer of Year on memorable night for Senegal,Senegal's Sadio Mane is crowned African Footballer of the Year for the second time running at a glittering awards ceremony in Morocco.
Germany 2-0 Austria: Eight-time champions reach semi-finals,Germany booked their place in the semi-finals of the European Women's Championship with a narrow victory over Austria at Brentford's Community Stadium.
Euro 2022: A summer like no other for the town of Leigh,"Leigh was not an obvious venue choice for Euro 2022, but the Greater Manchester town has pulled out all the stops to play its part in this summer's European Women's Championship success."
Euro 2022: England success bringing more fans to games,England fans say Euro 2022 has seen crowds and interest in matches reach previously unseen heights.
Euro 2022: England v Spain quarter-final draws biggest TV audience of Euros so far,A peak television audience of 7.6 million watched England's dramatic extra-time win against Spain in the Euro 2022 quarter-final on BBC One.
Ukraine war: Deal signed to allow grain exports to resume by sea,"The agreement will allow millions of tonnes of grain, trapped in Ukraine by the war, to be exported."
Dover travellers warned they face weekend delays,A French MP has blamed Brexit as travellers using the Port of Dover face hours of queues.
Airport workers on travel problems,"Pilots, flight attendants and a baggage handler tell us what is happening where they work."
China heatwave: Temperatures of 40C expected this weekend,"Some cities in Zhejiang province have been issued red alerts, the country's highest warning."
Steve Bannon: Trump ally guilty of contempt of Congress,"An unofficial adviser to Donald Trump, Mr Bannon refused to co-operate with the 6 January committee."
Kaliningrad row: Lithuania resumes transporting goods to Russian exclave,Russia threatened to respond after Lithuania announced a ban under EU sanctions last month.
Biden's doctor: President's Covid symptoms 'have improved',"The 79-year-old president still has only mild symptoms, his White House physician says."
Sebastian Kalinowski: Mother and partner guilty of murdering teenage son,"Sebastian Kalinowski, 15, endured months of torture and abuse before his death in August 2021."
Rail strikes to go ahead next Wednesday,The RMT union says walkouts across the network will happen after talks failed to find a breakthrough.
AQA exam board staff to strike ahead of results,"Unison says action over pay next week could hit students' results, but AQA insists it won't."
Royal Navy tracks two Russian submarines in North Sea,HMS Portland shadowed the submarines after they surfaced separately off the coast of Norway.
Dom Phillips and Bruno Pereira: Three charged with Brazil murder,A UK journalist and local expert were killed in the Amazon jungle while probing illegal fishing.
Newspaper headlines: 'Wish you weren't here' and Sunak's crisis warning,Travel getaway chaos and the Conservative leadership contest dominate Saturday's front pages.
Kennel space shortages reported ahead of holidays,"With dog ownership growing during lockdown, many owners are reporting a shortage of space in kennels."
The Class of Covid are graduating - here's what uni looked like for them,"""I wanted to capture the excitement of coming out of Covid - but also how it has left its mark on us."""
Week in pictures: 16-22 July 2022,"A selection of powerful images from all over the globe, taken in the past seven days."
"Latitude Festival: Lewis Capaldi says he's ""too lazy"" for new album","""I just want to say now, I have no new music,"" says the star as he headlines the Latitude Festival."
Resin art social media trend prompts warnings,"Using epoxy resin to make art has exploded as an online trend, but experts are urging caution about its use."
Wildlife photography: Magic of Skomer's puffins captured,"As puffin breeding season draws to a close, Drew Buckley shares his photos of the birds."
Ed Sheeran makes video planned with Jamal Edwards,Jamal Edwards planned the singer's new music video but died aged 31 before they were able to film it.
Can The Great British Bake Off stage musical serve up a showstopper?,"The Great British Bake Off stage show opens, but will it replicate the TV hit's recipe for success?"
Chris Pine and Hugh Grant star in the new Dungeons and Dragons movie,"Chris Pine explains film ""easter eggs"" to Dungeons and Dragons co-star Hugh Grant"
Liz Truss v Rishi Sunak: Who's winning the social media war?,"Liz Truss and Rishi Sunak are very different characters, with very different campaigning styles."
Why does the world need grain to be shipped from Ukraine?,Turkey says a deal has been reached to let grain be shipped from Ukraine's Black Sea ports.
Thirteen Lives: Thai cave rescue actor Tom Bateman relieves diving fears,Actor Tom Bateman recalls how he overcame his claustrophobia in Ron Howard's film Thirteen Lives.
Chemtrails: What's the truth behind the conspiracy theory?,A conspiracy theory about aircraft vapour trails takes hold on clear summer mornings.
Shinzo Abe killing: Why a religious group has been put in the spotlight,The shooter was said to have targeted Shinzo Abe for allegedly having ties to a controversial group.
Capitol riot hearings: Eight key moments,"Throughout the eight hearings, members have sought a window into Donald Trump's state of mind."
Mason: Truss's economic plan remains popular with members,The foreign secretary says the economy has been hobbled for 20 years - and the Tory membership seems to agree.
Ukraine's frontline farmers toil on amid explosions,"Russia's advance in eastern Ukraine subjects farms to random rocket strikes, Andrew Harding reports."
Sebastian Kalinowski: The harrowing home CCTV which helped convict child killers,Cameras installed by Agnieszka Kalinowska and Andrzej Latoszewski became their 'ultimate downfall'.
Attitudes towards disability: 'Teenagers threatened to tip me out of my wheelchair',"From physical threats to patronising comments, attitudes towards disabled people are revealed."
London Tube cooling system trial for deepest lines begins,After this week's record-breaking temperatures bosses hope the technology will mean cooler commutes.
Getting into debt for endometriosis surgery,Kim Williams says the financial strain of going into debt for surgery has caused her a lot of guilt.
The YouTuber making millions from true crime and make-up,Bailey Sarian dabbled in YouTube for years before a chance idea led to a new profession.
Queen Elizabeth Olympic Park: The legacy London 2012 promised,"What was once a brownfield site is now a tranquil landscape of wetland, woodland and wildflower meadows."
Climate change: First bill written by children on climate education,Teenagers say they want education that reflects how climate change will affect all parts of life.
England v South Africa: Thrilling bowling display helps hosts level ODI series,A thrilling bowling performance helps England level the one-day international series against South Africa with an emphatic 118-run win in a rain-affected game at Emirates Old Trafford.
Sweden 1-0 Belgium: Linda Sembrant hits dramatic 92nd-minute winner,"Sweden left it late to beat Belgium and will need an ""extremely good plan"" against England in the Euro 2022 semi-finals, says boss Peter Gerhardsson."
Arsenal sign Oleksandr Zinchenko from Manchester City on 'long-term' deal,Arsenal complete the signing of versatile Ukraine international Oleksandr Zinchenko from Manchester City.
French Grand Prix: Carlos Sainz fastest ahead of Charles Leclerc in second practice,Ferrari's Carlos Sainz and Charles Leclerc are wary of the pace of Red Bull despite finishing Friday practice on top at the French Grand Prix.
England v South Africa: Jos Butler runs out Aiden Makram in second ODI,Jos Butler makes a stunning diving run-out to dismiss Aiden Makram in the second one-day international against South Africa.
Dover and Eurotunnel queues: Travellers warned of third day of delays,"Another 6,500 cars are expected at the port on Sunday, following two days of gridlock."
Tory leadership: Truss and Sunak promise crackdown on migration,The Tory leadership candidates' pledges include extending the Rwanda plan and capping refugee numbers.
Ukraine war: Zelensky accuses Russia of 'barbarism' over Odesa attack,A landmark grain deal is in doubt after missiles hit the port of Odesa in a widely condemned attack.
Kate Moss: I can tell a wrong 'un a mile away,The model reveals how an uncomfortable experience early in her career helped sharpen her instincts.
Family courts: One fifth of divorces wrongly ending up in court - top judge,"The language in family courts is also too hostile and often makes things worse, a top judge says."
Covid in China: Xi Jinping and other leaders given domestic vaccine,"The president and other top politicians have received domestically produced vaccines, say officials."
Oak Fire: 'Explosive' wildfire rages near Yosemite National Park,Thousands of homes are under threat as firefighters battle fast spreading blaze in sweltering heatwave.
Keanu Reeves' comic book makes history,BRZRKR becomes the first comic book to feature in Comic-Con's prestigious Hall H.
Paid leave for premature births aims to be a relief for parents,A new law would give parents with babies in neonatal units up to an extra 12 weeks of paid leave.
Monkeypox: WHO declares highest alert over outbreak,"More than 16,000 cases have been reported from 75 countries, the organisation says."
"Deborah James: You, Me and The Big C podcast wins top award","You, Me and The Big C and Dear Daughter are among the winners at this year's British Podcast Awards."
Fire breaks out in Kent field,"The local fire service says the blaze, which spanned eight hectares, has now been extinguished."
Newspaper headlines: 'We took back control' and GP working hours 'crisis',The papers lead on Boris Johnson defending his legacy and some NHS staff struggling to make ends meet.
Chatsworth's hidden 17th Century garden revealed in drone footage,"The recent heatwave has parched grass lying over a formal garden, which dates back to 1699."
Frankie Boyle questions existence of cancel culture,"People who claim to be silenced never seem to go away, the comedian observes at the Latitude Festival."
House of the Dragon: What we know about the Games of Thrones spin-off,"The series is set 200 years before Game of Thrones - but the dragons, death and feuds are all there."
â€˜A group of builders changed our livesâ€™,Volunteer builders carried out a home extension for a man with a debilitating neurological condition.
'Why I cut homeless people's hair for free',"Wisdom Oviawe, 22, has been offering his services to homeless people in Nottingham city centre."
Dog Surfing Championships take place at Poole's Branksome Dene Chine,"Pooches are riding the waves onto Branksome Dene Chine beach, hoping to take the title of top dog."
Giant Lovell radio telescope at Jodrell Bank to become space light show,The giant Lovell radio telescope at Jodrell Bank is transformed into a space-themed light and sound show.
Pizza delivery man saves children from burning house,"Nicholas Bostic saved five people from the home, and was hailed as a hero by the police chief."
Wildlife photography: Magic of Skomer's puffins captured,"As puffin breeding season draws to a close, Drew Buckley shares his photos of the birds."
Cost of living: Saving money on our summer holiday,Millions of us are still determined to have a summer getaway but keeping an eye on spending.
What is monkeypox and how do you catch it?,"Cases of monkeypox are being investigated in several countries, including the UK."
Pope Francis: The pontiff's 'pilgrimage of penance' to Canada,Pope Francis will meet with indigenous communities to apologise for the church's role in residential schools.
Climate change: How to talk to a denier,"Tips about how to engage with people who think climate change is a ""hoax""."
"Jamie T on his a six-year silence, oligarchs, and Kim Jong-Un","After an absence of six years, indie hero Jamie T is back with a new album, and plenty to say."
Thirteen Lives: Thai cave rescue actor Tom Bateman relives diving fears,Actor Tom Bateman recalls how he overcame his claustrophobia in Ron Howard's film Thirteen Lives.
Latitude Festival: Lewis Capaldi says he's 'too lazy' for new album,"""I just want to say now, I have no new music,"" says the star as he headlines the Latitude Festival."
The Latitude Festival-goers stockpiling to save money,"As inflation bites, music lovers share money-saving tips, while one trader fears making a loss."
England v South Africa: Katherine Brunt becomes record wicket-taker in convincing win,England overcame an improved performance from South Africa to comfortably win the second Twenty20 by six wickets at Worcester.
Euro 2022: France beat Netherlands to reach first Euros semi-final,Watch highlights as France make it through to their first European Championship semi-final thanks to Eve Perisset's extra-time penalty against the Netherlands.
"England v South Africa: Danni Wyatt, Sophia Dunkley and Natalie Sciver lead England to victory","Danni Wyatt, Sophia Dunkley and Natalie Sciver dominated with the bat as England beat South Africa by six wickets in the second T20 international at Worcester."
UFC London: Paddy Pimblett sensationally submits Jordan Leavitt in second round,Paddy Pimblett earns a superb second-round submission over Jordan Leavitt in the second round of their lightweight bout at UFC London.
Tour de France: Jonas Vingegaard set for victory as Wout van Aert wins stage 20,Wout van Aert wins the stage 20 time trial as team-mate Jonas Vingegaard all but seals Tour de France victory on the penultimate day.
World Athletics Championships: Nia Ali crashes out of 100m hurdles in heats,Reigning champion Nia Ali crashes out of 100m hurdles heats at the World Championships in Eugene.
France 1-0 Netherlands: Eve Perisset scores extra-time winner from the spot,"France ""are here to build history"" after beating the Netherlands in extra time to reach the Euro 2022 semi-finals, says boss Corinne Diacre."
Euros 2022: Ella Toone says England want to make fans proud,Ella Toone says England want to keep making the fans proud with victory in their Euro 2022 semi-final.
â€˜I canâ€™t forget her'- Myanmarâ€™s soldiers admit atrocities,"Soldiers in the Myanmar military have admitted to killing, torturing and raping civilians."
"NHS in England facing worst staffing crisis, MPs warn","The large number of unfilled NHS job vacancies is posing a serious risk to patient safety, MPs say."
Rishi Sunak and Liz Truss: Stakes high for first head-to-head debate,"The broadcast battle is vital for both candidates, says the BBC's political editor Chris Mason."
Labour government would prioritise growth - Starmer,"""Rebooting"" the UK's ""brittle"" economy would be Labour's main focus, its leader will say."
Iowa shooting: Child and parents shot dead while camping,Police say the suspected shooter later turned the gun on himself at the popular campsite in Iowa.
Sir Mo Farah: Calls to trafficking helpline go up after revelation,Trafficking charity Unseen says some callers said Sir Mo's story had inspired them to reach out.
Ukraine war: Russia denies causing global food crisis,"Its foreign minister, who is in Egypt, says the West is distorting the truth as the Ukraine war rages."
Eurotunnel queues: AA says holiday gridlock easing,"Waiting times at the Eurotunnel terminal are ""falling steadily"", the AA says after three days of delays."
Google rules blocked children's diabetes app,An NHS-recommended app says Google will not permit it to send text message alerts about glucose levels.
France energy: Air-conditioned shops will be told to shut doors to cut waste,New rules will force shops to keep doors shut when air conditioning is on and limit use of neon signs.
Surrey fire: Firefighters to monitor blaze site overnight,"Firefighters have been called to a number of grassland fires in Surrey, London and East Anglia."
Girls Aloud race for Sarah Harding in Hyde Park,Hundreds of people wore pink and ran around the London park in memory of Sarah Harding.
Tour de France: Jonas Vingegaard crowned champion as Jasper Philipsen wins in Paris,Denmark's Jonas Vingegaard secures his first Tour de France victory as Jasper Philipsen of Belgium sprints to victory on the final stage in Paris.
Newspaper headlines: Tory race turns 'toxic' and NHS 'on its knees',"Rishi Sunak and Liz Truss trade blows over China, while a report lays bare the crisis in NHS staffing."
Face to face with the bandit warlords of Nigeria,BBC Africa Eye has tracked down the ultra-violent bandit warlords who are raiding villages and abducting schoolchildren across north-western Nigeria.
Thai cave rescue: Meeting saved footballers four years later,One of the 12 boys talks about his life following the dramatic rescue that made headlines in 2018.
Lawyer Dan Nguyen travels the world with his three cats,Dan Nguyen's cats have ridden Venice's gondolas and climbed trees in New York's Central Park.
"In pictures: From Tenerife to Greece, wildfires rage in Europe","Blazes have broke out across the country, leaving charred ruins and forcing thousands to evacuate."
"Marvel at Comic-Con: Wakanda Forever trailer unveiled, and more Avengers films",The studio announced a bumper crop of superhero films at Comic-Con - including Wakanda Forever.
Climate protesters dragged away after attempting glue stunt with Botticelli masterpiece,The incident follows a spate of action where environmental activists have targeted famous artworks.
How do sea turtles navigate?,It's one of the greatest mysteries in the animal kingdom - how do sea turtles navigate?
Ukraine conflict: How are are drones being used?,Thousands of military and civilian drones are being used by both sides in the Russia-Ukraine war.
Grace Victory: 'Three months in a coma has taught me how to live',"Grace Victory says being in a coma due to Covid, just after giving birth, has changed her outlook."
Abortion in US: How misinformation has fuelled the debate,Claims about health concerns and legal rights are intensifying the strength of feeling.
Is hay fever getting worse in the UK?,Experts say that climate change could lengthen hay fever season and increase pollen potency.
Football kit sales delayed as supply chain issues hit clubs,Fewer than half of English clubs have both their home and away kits on sale ahead of the new season.
The tech helping to bring you your morning coffee,"How Brazil, the world's largest grower of coffee, is turning to technology to boost production."
Cuba protests: Mothers' trauma over harsh jail sentences,Many young people received long jail terms after participating in last year's anti-government protests.
Pope Francis: The pontiff's 'pilgrimage of penance' to Canada,Pope Francis will meet with indigenous communities to apologise for the church's role in residential schools.
Nigeria's Tobi Amusan sets hurdles world record in semi,Nigeria's Tobi Amusan sets a new 100m hurdles world record in a set of semi-finals featuring an extraordinary set of times.
World Athletics Championships: GB's Keely Hodgkinson narrowly misses out on gold in dramatic 800m,Watch as Great Britain's Keely Hodgkinson wins silver after finishing just 0.08 seconds behind the USA's Athing Mu with a time of 1minute and 56.38 seconds.
World Athletics Championships: Nigeria's Tobi Amusan smashes women's 100m hurdles world record,Watch as Nigeria's Tobi Amusan smashes the women's 100m hurdles world record with a time of 12.12 seconds beating USA's Kendra Harrison's time of 12.20 from London 2016.
Michael Van Gerwen beats Wales' Gerwyn Price to win third World Matchplay title,Michael van Gerwen makes a stunning comeback to beat Wales' Gerwyn Price 18-14 and win his third World Matchplay title at Blackpool's Winter Gardens.
Senior Open: Darren Clarke edges Padraig Harrington to win first senior major,Darren Clarke clinches victory in the Senior Open for the first time with a one-shot win over fellow Irish player Padraig Harrington at Gleneagles.
Charles Leclerc: Ferrari driver says he was 'not good enough' after crashing out of French GP,"Ferrari driver Charles Leclerc describes his own performance as ""just not good enough"" after spinning out while leading the French Grand Prix."
Three questions Liz Truss and Rishi Sunak must answer,The final two candidates for prime minister have some fundamental decisions to make over the economy.
Conservative leadership: Liz Truss and Rishi Sunak policy guide,Boris Johnson's successor will be either Liz Truss or Rishi Sunak - find out what they plan to do if they win.
Liz Truss: Fast-track career of foreign secretary,"A profile of Liz Truss, who is bidding to be the next Tory leader and prime minister."
Euro 2022: Choose your England semi-final starting XI,"Hosts England are into the semi-finals of the Euros, but who should start for Sarina Wiegman's team against Sweden? Select your preferred England XI."
"Euro 2022: Belief, squad depth & preparation - what England learned from past semi-final defeats",Former England goalkeeper Karen Bardsley reflects on the team's past semi-final defeats as they prepare to take on Sweden.
Lucy Bronze: 'I learned a lot from 2019 World Cup heartache',Lucy Bronze was at the peak of her career in 2019 so when England lost to the USA in the World Cup semi-final it hit her hard.
Tory leadership: Rishi Sunak and Liz Truss in fiercest clash yet over tax,The economy dominated as Rishi Sunak and Liz Truss took part in their first head-to-head TV debate.
David Trimble: Former Northern Ireland first minister and UUP leader dies,Lord Trimble led the Ulster Unionist Party for 10 years and won the Nobel Peace Prize in 1998.
Likely cause of mystery child hepatitis outbreak found,UK experts believe they can now explain the recent spate of mysterious liver problems in young children.
UK to host next year's Eurovision Song Contest,Ukraine expresses its gratitude amid promises the show will celebrate the winning country.
Archie Battersbee: Parents lose appeal over life support,The 12-year-old has been in hospital since being found unconscious at home in April.
Myanmar: Military executes four democracy activists including ex-MP,The executions mark the first cases of capital punishment in the country in decades.
Paul Sorvino: 'Goodfellas' actor dies at 83,The Tony-nominated character actor was best known for his portrayals of policemen and gangsters.
"Labour would repair brittle economy, vows Keir Starmer","The Labour leader hits out at ""Tory stagnation"" as he pledges to restore ""strong, secure and fair"" growth."
Pope Francis apologises to indigenous people of Canada,Pope Francis apologies to the church-run residential school survivors on Canadian soil.
Cricket Scotland inquiry hears 448 examples of racism,The review concludes that the governance and leadership of the sport was institutionally racist.
Pope Francis: Pontiff says he is 'deeply sorry' to Canadian residential school survivors,"Pope Francis ""begs forgiveness"" for the Catholic Church's role in abuse against indigenous peoples."
Gazprom: Nord Stream 1 supply to EU to be cut further,Gazprom announces another drastic cut in supplies as the EU tries to replenish stores for winter.
Train strikes: People told not to travel by rail during walkouts,"Only 20% of services will run and some places will have no trains on Wednesday, Network Rail says."
London narrowly avoided post-heatwave blackout,The hottest UK days on record led to extreme constraints in the power system amid hiked up demand.
Tory leadership debate: Five key moments from Truss-Sunak clash,The main talking points as the final two candidates hoping to be PM go head-to-head in a TV debate.
Tory leadership debate: Highlights from Our Next Prime Minister,Missed the debate or need a recap? Watch the two candidates to replace Boris Johnson go head-to head.
Did the debate change these voters' minds?,After the BBC's debate between the two candidates to become Tory leader - and PM - what did the audience make of it?
BBC debate: Liz Truss and Rishi Sunak fact-checked,Reality Check investigates some of the claims made in the BBC Tory leadership candidates' debate.
Rishi Sunak: Former chancellor bidding for top job,"A profile of the former chancellor, who is bidding to be the next prime minister."
Liz Truss: Fast-track career of foreign secretary,"A profile of Liz Truss, who is bidding to be the next Tory leader and prime minister."
Three policy questions Liz Truss and Rishi Sunak must answer,The final two candidates for prime minister have some fundamental decisions to make over the economy.
Rishi Sunak and Liz Truss: Your guide to the BBC Tory leadership debate,Here's what you need to know about Monday's head-to-head debate between Rishi Sunak and Liz Truss.
Tory leadership: Stoke-on-Trent hosts Rishi Sunak and Liz Truss debate,"Rishi Sunak and Liz Truss will face off in Stoke-on-Trent, a city where many do not know the MPs."
The Papers: 'Gloves off' as Tory rivals 'trade blows' in TV debate,"The first debate between Rishi Sunak and Liz Truss, and concerns about its impact on the Tory brand, lead the papers"
Utah's Great Salt Lake is running out of water,"This July, the largest salt water lake in the Western Hemisphere reached its lowest level ever recorded."
Covid 19: 'Giving birth in 2020 was isolating and lonely',"One mother speaks about giving birth in ""nightmare"" circumstances during the pandemic."
Comic-Con: Five things we learned,Fans have been given an exclusive glimpse of footage from a host of new blockbusters.
Digital India: How India's digital revolution is connecting millions,Access to the internet has transformed the lives of millions in India.
Locals evacuate California's largest wildfire in 2022,Thousands of people have had to evacuate the Oak Fire in California that has been spreading since Friday.
In pictures: First Scottish Tree Hugging Championships,Events at the inaugural championships included hugging as many trees in one minute.
Free refreshments offer for fan hit by ball during match,The dramatic image of the man spilling his drink and food is proving popular on social media.
Comic-Con: Neil Gaiman's epic comic Sandman finally reaches the screen,The story which follows a quest by Dream is one the most popular graphic novels of all time
How pop singer Dylan turned her Latitude disaster into triumph,The singer was at last year's festival when she learned her boyfriend was cheating on her - but it inspired her
A mind-reading combat jet for the future,The Tempest fighter jet will have artificial intelligence tech to monitor and help the pilot.
Train strikes: When are they and what are the disputes about?,Thousands of train drivers and rail workers will go on strike in July and August.
NHS staffing crisis: 'I left because it wasn't worth it',"Staff who have quit the NHS say pay, pressure and conditions contributed to their decision."
The election where the president wants the opposition to win,Kenya's President Kenyatta is backing his deputy's rival to win the 9 August presidential election.
What caused the delays at Dover and will they continue?,Disagreement has broken out between French and British authorities about who is to blame for Dover delays.
Myanmar's executed activists: Phyo Zeya Thaw and Ko Jimmy,"Weeks before Myanmar executed four democracy activists, the BBC spoke to their family and friends."
Could US abortion receive a longer sentence than rape?,Social media posts are debating abortion health concerns and legal rights.
Euro 2022: England face Sweden in semi-final at Bramall Lane,England will attempt to reach the European Women's Championship final for a third time when they face 1984 winners Sweden on Tuesday.
England v South Africa: Sophie Ecclestone stars in comfortable T20 win,Sophie Ecclestone stars with bat and ball as England complete a series clean sweep with a comprehensive 38-run victory against South Africa in the third Twenty20 at Derby.
England v SA: Sophie Ecclestone hits record 26 off final over,Sophie Ecclestone hits 26 off the final over in the T20 international between England and South Africa the most by an English woman in international cricket.
Commonwealth Games 2022: Laura Kenny relaxed before return to London velodrome - 10 years on from Olympics,"Laura Kenny is experiencing deja vu as she prepares for the Commonwealth Games, which start this week."
Sarina Wiegman: England boss says 'mentality is good' for Euro 2022 semi-final with Sweden,"England manager Sarina Wiegman says the ""mentality has been really good"" from her players as they prepare for a fourth successive major tournament semi-final on Tuesday."
England v SA: Maia Bouchier caught and run out in same delivery,Maia Bouchier is both caught and run out in the same delivery in the T20 international between England and South Africa at Derby.
World Athletics Championships: GB's Keely Hodgkinson narrowly misses out on gold in dramatic 800m,Watch as Great Britain's Keely Hodgkinson wins silver after finishing just 0.08 seconds behind the USA's Athing Mu with a time of one minute 56.38 seconds.
Alessia Russo: The England super sub who could force her way into the starting line-up,Striker Alessia Russo used to be made to play in goal by her brothers but with her vital goals from the bench she has emerged as one of England's Euro 2022 stars.
"What to expect from Euro 2022 semi-finals: England v Sweden, Germany v France",Here is what to look out for in the two Euro 2022 semi-finals as hosts England play Sweden and Germany face France.
England 4-0 Sweden: Lionesses reach Euro 2022 final with big win over Sweden,England reach their first major women's tournament final since 2009 in stunning fashion as they put four past Olympic finalists Sweden at Euro 2022 in Sheffield.
Nicky Campbell: School abuse still haunts me,The presenter reveals for the first time that he was the victim of abuse at a Scottish private school.
Liz Truss and Rishi Sunak debate scrapped after host Kate McCann faints,The Sun and TalkTV programme comes off air after the presenter collapses in the studio.
SAS killings: Ministry of Defence proposes judge-led review,Documents disclosed in court hearings on Tuesday reveal deep concerns over previous investigations.
Briton Jack Fenton killed in Greek helicopter accident,"Three people are arrested in connection with the death of 22-year-old Jack Fenton, from Kent."
Jim Fitton: Iraqi court overturns conviction of British geologist,"Jim Fitton, jailed for 15 years in Iraq for alleged smuggling, will ""soon be free"", his lawyer says."
Tala Safwan: Egyptian TikToker held in Saudi over 'immoral' video,"Tala Safwan, who has millions of followers, denies that her clip had lesbian undertones."
Man learnt of Everard vigil conviction from news report,Postal delays meant Kevin Godin-Prior missed a notice to prosecute and he was convicted in his absence.
UK weather: Driest start to year in England since 1976,People are urged to use water wisely following a meeting of drought experts.
IMF: UK set for slowest growth of G7 countries in 2023,"The IMF cuts its UK forecast for 2023 and says the global economy is ""teetering on the edge"" of recession."
'Flashy' NYC bishop robbed of $1m in jewellery during live sermon,Bishop Lamor Whitehead has defended his ostentatious lifestyle after the viral Brooklyn robbery.
Covid origin studies say evidence points to Wuhan market,One of the researchers said he hoped the studies would correct the false theory that it came from a lab.
Russia to pull out of International Space Station,"Moscow says it now wants to build its own station, ending more than 20 years of cooperation with the US."
The Papers: Sunak VAT cut pledge and 'Roarsome Lionesses' win again,A pledge by Rishi Sunak to scrap VAT on energy bills and England's win in the Euros semi-final lead the papers
Euro 2022: Is women's football coming home?,People across the country have been celebrating as England beat Sweden 4-0 in the Euro 2022 semi-final.
"In one of the poorest slums in Argentina, families rely on a huge landfill site for food.","In one of the poorest slums in Argentina, hundreds of families rely on a huge landfill site to feed their children."
"'As CEO, my job is to get out of their way'","Vineeta Singh, boss of Indian firm SUGAR Cosmetics, shares her business advice."
Mercury Prize: All you need to know about this year's nominees,"The shortlist includes Harry Styles, Sam Fender, Little Simz, Wet Leg, Self Esteem and Nova Twins."
Celebrating new ways of reducing CO2 - the art of cutting carbon,With the 'de-printer' specially coated sheets of paper can be used 10 times over.
